_id,ID,LAMS_ID,IS_CIRCLE,NAME,NAME_EN,BBS_CODE,ROW_STATUS,DIVISION_BBS_CODE,DIVISION_ID,DIVISION_NAME,DIVISION_NAME_EN,DISTRICT_BBS_CODE,DISTRICT_ID,DISTRICT_NAME,DISTRICT_NAME_EN
67f504868a956129955bf783,52418,,0,মুকসুদপুর,MUKSUDPUR,58,1,30,3,ঢাকা,Dhaka,35,21,গোপালগঞ্জ,GOPALGANJ
67f504868a956129955bf784,52417,,0,টুংগীপাড়া,TUNGIPARA,91,1,30,3,ঢাকা,Dhaka,35,21,গোপালগঞ্জ,GOPALGANJ
67f504868a956129955bf785,52416,,0,আজমিরীগঞ্জ,AJMIRIGANJ,02,1,60,7,সিলেট,Sylhet,36,61,হবিগঞ্জ,HABIGANJ
67f504868a956129955bf786,52415,,0,বাহুবল,BAHUBAL,05,1,60,7,সিলেট,Sylhet,36,61,হবিগঞ্জ,HABIGANJ
67f504868a956129955bf787,52414,,0,বানিয়াচং,BANIACHONG,11,1,60,7,সিলেট,Sylhet,36,61,হবিগঞ্জ,HABIGANJ
67f504868a956129955bf788,52413,,0,চুনারুঘাট,CHUNARUGHAT,26,1,60,7,সিলেট,Sylhet,36,61,হবিগঞ্জ,HABIGANJ
67f504868a956129955bf789,52412,,0,হবিগঞ্জ সদর,HABIGANJ SADAR,44,1,60,7,সিলেট,Sylhet,36,61,হবিগঞ্জ,HABIGANJ
67f504868a956129955bf78a,52411,,0,লাখাই,LAKHAI,68,1,60,7,সিলেট,Sylhet,36,61,হবিগঞ্জ,HABIGANJ
67f504868a956129955bf78b,52410,,0,মাধবপুর,MADHABPUR,71,1,60,7,সিলেট,Sylhet,36,61,হবিগঞ্জ,HABIGANJ
67f504868a956129955bf78c,52409,,0,নবীগঞ্জ,NABIGANJ,77,1,60,7,সিলেট,Sylhet,36,61,হবিগঞ্জ,HABIGANJ
67f504868a956129955bf78d,52408,,0,আক্কেলপুর,AKKELPUR,13,1,50,5,রাজশাহী,Rajshahi,38,46,জয়পুরহাট,JOYPURHAT
67f504868a956129955bf78e,52407,,0,জয়পুরহাট সদর,JOYPURHAT SADAR,47,1,50,5,রাজশাহী,Rajshahi,38,46,জয়পুরহাট,JOYPURHAT
67f504868a956129955bf78f,52406,,0,কালাই,KALAI,58,1,50,5,রাজশাহী,Rajshahi,38,46,জয়পুরহাট,JOYPURHAT
67f504868a956129955bf790,52405,,0,ক্ষেতলাল,KHETLAL,61,1,50,5,রাজশাহী,Rajshahi,38,46,জয়পুরহাট,JOYPURHAT
67f504868a956129955bf791,52404,,0,পাঁচবিবি,PANCHBIBI,74,1,50,5,রাজশাহী,Rajshahi,38,46,জয়পুরহাট,JOYPURHAT
